DOI	AFF	INST	Title	NAT
10.5194/hess-22-2921-2018	{Canada, Argentina, Italy, Costa Rica, Chile}	{Departamento de Geografía, Universidad de Concepción, Concepción, Chile; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Instituto de Ciencias de la Tierra, Facultad de Ciencias, Universidad Austral de Chile, Valdivia, Chile; Centro Transdisciplinario de Estudios Ambientales y Desarrollo Humano Sostenible (CEAM), Universidad Austral de Chile, Valdivia, Chile; Dipartimento Territorio e Sistemi Agro-Forestali (TESAF), Università degli Studi di Padova, Agripolis, Italy; Prairie Adaptation Research Collaborative, University of Regina, Saskatchewan, Canada; Instituto de Ecología y Biodiversidad, Pontificia Universidad Católica de Chile, Santiago, Chile, Chile; Instituto Argentino de Glaciología, Nivología and Ciencias Ambientales and Facultad de Ciencias Exactas y Naturales, Universidad Nacional de Cuyo, Mendoza, Argentina; Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile, Chile; Cátedra Latinoamericana en Decisiones Ambientales para El Cambio Global, Turrialba, Costa Rica}	Dendrohydrology and water resources management in south-central Chile: Lessons from the Río Imperial streamflow reconstruction	6
10.1093/femsle/fny090	{Germany, Chile}	{Department of Oceanography, Universidad de Concepción, Concepción, 4070386, Chile; Department of Molecular Genetics and Microbiology, Pontificia Universidad Católica de Chile, Santiago, 6513677, Chile; Center for Climate and Resilience Research (CR)2, Universidad de Chile, Santiago, 8370448, Chile; Alfred-Wegener-Institute Helmholtz-Centre for Polar and Marine Research, Bremerhaven, 27570, Germany}	Microbial activity during a coastal phytoplankton bloom on the Western Antarctic Peninsula in late summer	3
10.1016/j.icarus.2018.01.003	{United Kingdom, Germany}	{Department of Applied Mathematics, University of Leeds, Leeds, LS2 9JT, United Kingdom; Max Planck Institute for Solar System Research, Justus-von-Liebig-Weg 3, Goettingen, 37077, Germany}	Anelastic spherical dynamos with radially variable electrical conductivity	0
10.1515/johh-2017-0041	{Chile}	{Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Av. Raúl Bitrán, La Serena, 1305, Chile; Instituto de Ingeniería Agraria y Suelos, Universidad Austral de Chile, Valdivia, Chile; Centro de Investigaciones en Suelos Volcánicos (CISVo), Universidad Austral de Chile, Valdivia, Chile; Facultad de Ingeniería Agrícola, Departamento de Recursos Hídricos, Centro CRHIAM, Universidad de Concepción, Chillán, Chile; Laboratorio de Biología Vegetal, Instituto de Ciencias Ambientales y Evolutivas, Facultad de Ciencias, Universidad Austral de Chile, Valdivia, Chile; Instituto Forestal (INFOR), Sede Los Ríos, Fundo Teja Norte S/n, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Chile}	An unusual kind of diurnal streamflow variation	7
10.1073/pnas.1708174115	{Denmark, Chile}	{GAIA, Antartica Research Center, University of Magallanes, Punta Arenas, Chile; Niels Bohr Institute, University of Copenhagen, Copenhagen OE, 2100, Denmark; Department of Physical Geography, Pontifical Catholic University of Chile, Santiago, Chile; Center for Climate and Resilience Research, University of Chile, Santiago, Chile}	In and out of glacial extremes by way of dust−climate feedbacks	3
10.1002/2017JD027309	{Chile}	{Electrical Engineering Department, Faculty of Physical and Mathematical Sciences, University of Chile, Santiago, Chile; Space and Planetary Exploration Laboratory, Faculty of Physical and Mathematical Sciences, University of Chile, Santiago, Chile; Department of Mechanical Engineering, Faculty of Physical and Mathematical Sciences, University of Chile, Santiago, Chile; Department of Geophysics, Faculty of Physical and Mathematical Sciences, University of Chile, Santiago, Chile; Center for Climate and Resilience Research, University of Chile, Santiago, Chile}	AOT Retrieval Procedure for Distributed Measurements With Low-Cost Sun Photometers	5
10.1525/elementa.328	{Japan, Chile}	{Center for Climate and Resilience Research, CR2, FONDAP 15110009, Chile; Department of Geophysics, Universidad de Chile, Santiago, Chile; Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Department of Physics, Universidad de Santiago de Chile, Santiago, Chile; Center for Environment Remote Sensing, Chiba University, Chiba, Japan; Department of Physical Geography, Pontificia Universidad Católica de Chile, Santiago, Chile}	Anthropogenic drying in central-southern Chile evidenced by long-term observations and climate model simulations	5
10.1525/elementa.329	{United States}	{Center for Climate and Resilience Research, CR2, FONDAP15110009, Santiago, CL, United States; Departamento de Ecosistemas y Medioambiente, Pontificia Universidad Católica de Chile, Santiago, CL, United States; Departamento de Ciencias Ambientales y Recursos Naturales Renovables, Universidad de Chile, Santiago, CL, United States; Instituto de Historia y Ciencias Sociales, Universidad Austral de Chile, Valdivia, CL, United States; Centro de Derecho Ambiental, Facultad de Derecho, Universidad de Chile, Santiago, CL, United States; Instituto de Economía Agraria, Universidad Austral de Chile, Valdivia, CL, United States; Facultad de Ingeniería y Ciencias, Universidad Adolfo Ibáñez, Santiago, CL, United States; Departamento de Antropología, Universidad de Chile, Santiago, CL, United States; Millennium Nucleus Center for the Socioeconomic Impact of Environmental Policies (CESIEP), Pontificia Universidad Católica de Chile, Santiago, CL, United States; Programa de Reducción de Riesgos y Desastres (CITRID), Santiago, CL, United States; Centro de Investigación en Dinámica de Ecosistemas Marinos de Altas Latitudes, IDEAL, FONDAP15150003, Santiago, CL, United States; Departamento de Geofísica, Universidad de Chile, Santiago, CL, United States}	Climate change governance in the anthropocene: Emergence of polycentrism in Chile	0
10.1525/elementa.314	{Chile}	{Center for Climate and Resilience Research (CR)2, Chile; School of Oceanic Engineering, Faculty of EngineeringUniversity of Valparaíso, Chile; Department of Oceanography, University of Concepción, Chile}	Insight into anthropogenic forcing on coastal upwelling off south-central Chile	3
10.1002/joc.5186	{Australia, Chile}	{School of Earth Sciences, University of MelbourneVIC, Australia; Centre for Climate and Resilience Research (CR)2, Santiago, Chile; Department of Infrastructure Engineering, University of MelbourneVIC, Australia; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile}	The first 300-year streamflow reconstruction of a high-elevation river in Chile using tree rings	2
10.3389/feart.2017.00077	{United States, Australia, Chile}	{Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Arica, Chile; Centro de Ciencia del Clima y la Resiliencia (CR)2 & Departamento de Oceanografía, Universidad de Concepción, Concepción, Chile; School of Archaeology and Anthropology, Australian National University, Canberra, ACT, Australia; Departamento de Antropología, Universidad de Tarapacá, Arica, Chile; Departamento de Antropología, Universidad Alberto Hurtado, Santiago, Chile; Departamento de Antropología, Universidad de Chile, Santiago, Chile; GAIA Antártica, Universidad de Magallanes, Punta Arenas, Chile; Departamento de Ecología, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Santiago, Chile; Institute of Ecology and Biodiversity, Santiago, Chile; Santa Fe Institute, Santa Fe, NM, United States; Centro UC del Desierto de Atacama, Pontificia Universidad Católica de Chile, Santiago, Chile}	Loco or no loco? Holocene climatic fluctuations, human demography, and community based management of coastal resources in Northern Chile	9
10.1002/joc.5084	{Chile}	{School of Ocean Engineering, Faculty of Engineering, Universidad de Valparaíso, Valparaíso, Chile; Department of Geophysics, Faculty of Physical and Mathematical Sciences, Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Center for Advanced Studies in Arid Zones, La Serena, Chile}	Wind waves climatology of the Southeast Pacific Ocean	4
10.1371/journal.pone.0179705	{Chile}	{Civil Engineering Department, Universidad de Chile, Santiago, Chile; Geophysics Department, Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Office of Engineering for Sustainable Development, Universidad de Chile, Santiago, Chile}	A human-scale perspective on global warming: Zero emission year and personal quotas	4
10.1175/JHM-D-16-0073.1	{Canada, United States, Chile, France}	{Global Institute for Water Security, University of Saskatchewan, Saskatoon, SK, Canada; School of Environment and Sustainability, University of Saskatchewan, Saskatoon, SK, Canada; Centro de Estudios Avanzados en Zonas áridas, La Serena, Chile; Departamento de Geofísica, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Department of Geography and Atmospheric Science, University of Kansas, Lawrence, KS, United States; Centre d'Etudes Spatiales de la Biosphère, CNRS/IRD/UPS/CNES, Toulouse, France; Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile}	Meteorological interpretation of orographic precipitation gradients along an Andes west slope basin at 30°S (Elqui Valley, Chile)	3
10.1175/BAMS-D-14-00267.1	{Brazil, Chile, Mexico, El Salvador, Cuba, United States, Colombia, Puerto Rico, Argentina, Bolivia}	{Laboratory for Atmospheric Physics, Institute for Physical Research, Universidad Mayor de San Andrés, Campus Universitario, Calle 27, Cota-Cota, La-Paz, Bolivia; Department of Chemical and Environmental Engineering, Universidad Nacional de Colombia, Bogota, Colombia; IGAC IPO, University of Colorado, CIRES, Boulder, CO, United States; Department of Environmental Science, University of Puerto Rico, San Juan, Puerto Rico; Centro de Ciencias de la Atmósfera, Universidad Nacional Autónoma de México, Mexico City, Mexico; Comisión Nacional de Energía Atómica, Buenos Aires, Argentina; Grupo de Óptica Atmosférica de Camagüey, Camagüey Meteorological Center, Camagüey, Cuba; School of Physics, Universidad de El Salvador, San-Salvador, El Salvador; Departamento de Geofísica de la Universidad de Chile, Center for Climate and Resilience Research (CR2), Santiago, Chile; Department of Atmospheric Sciences, University of São Paulo, São Paulo, Brazil}	Fostering a collaborative atmospheric chemistry research community in the Latin america and caribbean region	1
10.5194/bg-13-2971-2016	{United States, Germany, Chile}	{Escuela de Ciencias Del Mar, Pontificia Universidad Católica de Valparaíso, Valparaíso Chile and Millennium Institute of Oceanography, P.O. Box 1020, Valparaíso, Chile; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Facultad de Ciencias Del Mar, Univ. Catol. Del N. and Millennium Nucleus for Ecology and Sustainable Management of Oceanic Islands, Coquimbo, Chile; Departamento de Biología Marina, Facultad de Ciencias Del Mar, Univ. Catol. Del N. and Millennium Nucleus for Ecology and Sustainable Management of Oceanic Islands, Coquimbo, Chile; Department of Geophysics, University of Concepcion, Chile and Millennium Institute of Oceanography, Concepción, Chile; Physical Oceanography, GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, Germany; Departamento de Ecología, Pontificia Universidad Católica de Chile, Santiago, Chile; Escuela de Ciencias Del Mar, Pontificia Universidad Católica de Valparaíso, Chile and Instituto Milenio de Oceanografía (IMO), P.O. Box 1020, Valparaíso, Chile; Escuela de Ciencias Del Mar, Pontificia Universidad Católica de Valparaíso, P.O. Box 1020, Valparaíso, Chile; Departamento de Oceanografía, Centro Ciencia de Clima y la Resielcia (CR2), Instituto Milenio de Oceanografia (IMO), Concepción, Chile; School of Marine Science, University of Maine, Orono, ME  04469, United States}	Biogeochemical characteristics of a long-lived anticyclonic eddy in the eastern South Pacific Ocean	8
10.4067/S0718-16202015000300011	{United States, Chile}	{Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; University of Arizona, Laboratory of Tree-Ring Research, Box 210045, Tucson, AZ  85721, United States; Laboratorio de Biometría, Departamento de Ciencias Forestales, Universidad de La Frontera, Casilla 54-D, Temuco, Chile}	Fire, logging and establishment patterns of second-growth forests in south-central Chile: Implications for their management and restoration [Fuego, madereo y patrones de establecimiento de bosques secundarios en el centro-sur de Chile: Implicaciones para su manejo y restauración]	2
10.1357/002224015817391285	{Chile, Colombia}	{Departamento de Biología, Universidad del Tolima, Ibagué, 730006299, Colombia; Departamento de Oceanografía, Universidad de Concepción y Centro de Ciencia del Clima y la Resiliencia (CR)2, Casilla 160-C, Concepción, Chile}	The influence of anoxia and substrate availability on N2O cycling by denitrification in the upper boundary of the oxygen minimum zone off northern Chile	1
